cid,doc,knum0,knum1,knum3,knum9,kret0,kret1,kret3,kret9,nday,num0,num1,num3,num9,nwin0,nwin1,nwin3,nwin9,ret0,ret1,ret3,ret9,v1,v2,v3,v4,v5,xtim
1,304,60.99,0.0,61.86,61.66,89.65,0.0,89.97,89.9,500.0,1551.0,0.0,5390.0,6941.0,946.0,0.0,3334.0,4280.0,1390.45,0.0,4849.27,6239.72,1.8,0.0,0.0,0.0,0.0,sum
1,327,57.88,0.0,59.91,59.45,88.03,0.0,90.08,89.61,500.0,1885.0,0.0,6351.0,8236.0,1091.0,0.0,3805.0,4896.0,1659.45,0.0,5720.89,7380.34,1.9,0.0,0.0,0.0,0.0,sum
1,351,55.66,0.0,58.12,57.53,88.23,0.0,90.06,89.62,500.0,2287.0,0.0,7278.0,9565.0,1273.0,0.0,4230.0,5503.0,2017.81,0.0,6554.27,8572.08,2.0,0.0,0.0,0.0,0.0,sum
1,368,0.0,0.0,100.0,100.0,0.0,0.0,105.0,105.0,1000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.05,1.05,1.05,0.0,0.0,0.0,0.0,sum
1,364,71.43,0.0,86.59,83.5,78.43,0.0,94.65,91.34,1000.0,21.0,0.0,82.0,103.0,15.0,0.0,71.0,86.0,16.47,0.0,77.61,94.08,1.1,0.0,0.0,0.0,0.0,sum
1,372,81.98,0.0,85.71,84.97,91.92,0.0,95.43,94.73,1000.0,111.0,0.0,448.0,559.0,91.0,0.0,384.0,475.0,102.03,0.0,427.51,529.54,1.15,0.0,0.0,0.0,0.0,sum
1,382,84.91,0.0,81.59,82.28,97.44,0.0,92.91,93.84,1000.0,232.0,0.0,891.0,1123.0,197.0,0.0,727.0,924.0,226.06,0.0,827.81,1053.87,1.2,0.0,0.0,0.0,0.0,sum
1,392,77.62,0.0,79.49,79.09,91.14,0.0,92.59,92.28,1000.0,362.0,0.0,1360.0,1722.0,281.0,0.0,1081.0,1362.0,329.92,0.0,1259.22,1589.14,1.25,0.0,0.0,0.0,0.0,sum
1,404,75.79,0.0,76.08,76.02,90.79,0.0,90.7,90.72,1000.0,508.0,0.0,1923.0,2431.0,385.0,0.0,1463.0,1848.0,461.23,0.0,1744.11,2205.34,1.3,0.0,0.0,0.0,0.0,sum
1,431,71.65,0.0,71.9,71.85,89.56,0.0,89.95,89.87,1000.0,850.0,0.0,3338.0,4188.0,609.0,0.0,2400.0,3009.0,761.28,0.0,3002.59,3763.87,1.4,0.0,0.0,0.0,0.0,sum
1,464,68.54,0.0,68.51,68.52,89.79,0.0,89.46,89.53,1000.0,1278.0,0.0,4906.0,6184.0,876.0,0.0,3361.0,4237.0,1147.53,0.0,4389.0,5536.53,1.5,0.0,0.0,0.0,0.0,sum
1,503,64.81,0.0,66.03,65.78,88.46,0.0,89.9,89.6,1000.0,1762.0,0.0,6686.0,8448.0,1142.0,0.0,4415.0,5557.0,1558.63,0.0,6010.78,7569.41,1.6,0.0,0.0,0.0,0.0,sum
1,556,62.11,0.0,63.3,63.05,88.33,0.0,89.42,89.19,1000.0,2299.0,0.0,8483.0,10782.0,1428.0,0.0,5370.0,6798.0,2030.67,0.0,7585.31,9615.98,1.7,0.0,0.0,0.0,0.0,sum
1,620,60.05,0.0,61.22,60.97,89.03,0.0,89.74,89.59,1000.0,2914.0,0.0,10400.0,13314.0,1750.0,0.0,6367.0,8117.0,2594.45,0.0,9333.14,11927.59,1.8,0.0,0.0,0.0,0.0,sum
1,679,57.47,0.0,59.29,58.88,88.43,0.0,89.68,89.39,1000.0,3569.0,0.0,12193.0,15762.0,2051.0,0.0,7229.0,9280.0,3156.04,0.0,10934.25,14090.29,1.9,0.0,0.0,0.0,0.0,sum
1,741,55.62,0.0,57.5,57.06,88.82,0.0,89.6,89.42,1000.0,4279.0,0.0,13981.0,18260.0,2380.0,0.0,8039.0,10419.0,3800.51,0.0,12527.54,16328.05,2.0,0.0,0.0,0.0,0.0,sum
1,573,0.0,0.0,100.0,100.0,0.0,0.0,105.0,105.0,2000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.05,1.05,1.05,0.0,0.0,0.0,0.0,sum
1,563,70.83,0.0,81.9,79.84,77.71,0.0,89.34,87.18,2000.0,24.0,0.0,105.0,129.0,17.0,0.0,86.0,103.0,18.65,0.0,93.81,112.46,1.1,0.0,0.0,0.0,0.0,sum
1,582,78.17,0.0,84.64,83.36,87.51,0.0,94.11,92.8,2000.0,142.0,0.0,573.0,715.0,111.0,0.0,485.0,596.0,124.26,0.0,539.24,663.5,1.15,0.0,0.0,0.0,0.0,sum
1,627,82.58,0.0,81.11,81.4,94.62,0.0,92.24,92.72,2000.0,287.0,0.0,1138.0,1425.0,237.0,0.0,923.0,1160.0,271.55,0.0,1049.74,1321.29,1.2,0.0,0.0,0.0,0.0,sum
1,642,76.37,0.0,78.93,78.39,89.5,0.0,91.78,91.3,2000.0,457.0,0.0,1732.0,2189.0,349.0,0.0,1367.0,1716.0,409.02,0.0,1589.58,1998.6,1.25,0.0,0.0,0.0,0.0,sum
1,650,74.92,0.0,75.69,75.53,89.64,0.0,90.09,90.0,2000.0,646.0,0.0,2460.0,3106.0,484.0,0.0,1862.0,2346.0,579.08,0.0,2216.17,2795.25,1.3,0.0,0.0,0.0,0.0,sum
1,689,71.02,0.0,71.34,71.28,88.47,0.0,89.02,88.9,2000.0,1056.0,0.0,4194.0,5250.0,750.0,0.0,2992.0,3742.0,934.2,0.0,3733.3,4667.5,1.4,0.0,0.0,0.0,0.0,sum
1,740,68.24,0.0,68.14,68.16,89.03,0.0,88.79,88.84,2000.0,1593.0,0.0,6158.0,7751.0,1087.0,0.0,4196.0,5283.0,1418.2,0.0,5467.89,6886.09,1.5,0.0,0.0,0.0,0.0,sum
1,789,65.06,0.0,65.52,65.43,88.48,0.0,88.98,88.88,2000.0,2181.0,0.0,8368.0,10549.0,1419.0,0.0,5483.0,6902.0,1929.7,0.0,7445.94,9375.64,1.6,0.0,0.0,0.0,0.0,sum
1,851,62.58,0.0,62.72,62.69,88.72,0.0,88.4,88.47,2000.0,2846.0,0.0,10630.0,13476.0,1781.0,0.0,6667.0,8448.0,2524.91,0.0,9397.22,11922.13,1.7,0.0,0.0,0.0,0.0,sum
1,927,60.43,0.0,60.76,60.69,89.24,0.0,88.91,88.98,2000.0,3596.0,0.0,13034.0,16630.0,2173.0,0.0,7919.0,10092.0,3209.02,0.0,11588.74,14797.76,1.8,0.0,0.0,0.0,0.0,sum
1,1014,57.84,0.0,58.91,58.67,88.62,0.0,89.01,88.92,2000.0,4395.0,0.0,15285.0,19680.0,2542.0,0.0,9005.0,11547.0,3894.79,0.0,13604.78,17499.57,1.9,0.0,0.0,0.0,0.0,sum
1,1115,55.69,0.0,57.15,56.81,88.67,0.0,88.99,88.91,2000.0,5321.0,0.0,17532.0,22853.0,2963.0,0.0,10020.0,12983.0,4717.87,0.0,15601.41,20319.28,2.0,0.0,0.0,0.0,0.0,sum
1,671,0.0,0.0,100.0,100.0,0.0,0.0,105.0,105.0,3000.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.05,1.05,1.05,0.0,0.0,0.0,0.0,sum
1,678,70.83,0.0,81.9,79.84,77.71,0.0,89.34,87.18,3000.0,24.0,0.0,105.0,129.0,17.0,0.0,86.0,103.0,18.65,0.0,93.81,112.46,1.1,0.0,0.0,0.0,0.0,sum
1,697,78.17,0.0,84.64,83.36,87.51,0.0,94.11,92.8,3000.0,142.0,0.0,573.0,715.0,111.0,0.0,485.0,596.0,124.26,0.0,539.24,663.5,1.15,0.0,0.0,0.0,0.0,sum
1,704,82.58,0.0,81.11,81.4,94.62,0.0,92.24,92.72,3000.0,287.0,0.0,1138.0,1425.0,237.0,0.0,923.0,1160.0,271.55,0.0,1049.74,1321.29,1.2,0.0,0.0,0.0,0.0,sum
1,713,76.37,0.0,78.93,78.39,89.5,0.0,91.78,91.3,3000.0,457.0,0.0,1732.0,2189.0,349.0,0.0,1367.0,1716.0,409.02,0.0,1589.58,1998.6,1.25,0.0,0.0,0.0,0.0,sum
1,729,74.92,0.0,75.69,75.53,89.64,0.0,90.09,90.0,3000.0,646.0,0.0,2460.0,3106.0,484.0,0.0,1862.0,2346.0,579.08,0.0,2216.17,2795.25,1.3,0.0,0.0,0.0,0.0,sum
1,768,71.02,0.0,71.34,71.28,88.47,0.0,89.02,88.9,3000.0,1056.0,0.0,4194.0,5250.0,750.0,0.0,2992.0,3742.0,934.2,0.0,3733.3,4667.5,1.4,0.0,0.0,0.0,0.0,sum
1,814,68.24,0.0,68.14,68.16,89.03,0.0,88.79,88.84,3000.0,1593.0,0.0,6158.0,7751.0,1087.0,0.0,4196.0,5283.0,1418.2,0.0,5467.89,6886.09,1.5,0.0,0.0,0.0,0.0,sum
1,873,65.06,0.0,65.52,65.43,88.48,0.0,88.98,88.88,3000.0,2181.0,0.0,8368.0,10549.0,1419.0,0.0,5483.0,6902.0,1929.7,0.0,7445.94,9375.64,1.6,0.0,0.0,0.0,0.0,sum
1,897,62.58,0.0,62.72,62.69,88.72,0.0,88.4,88.47,3000.0,2846.0,0.0,10630.0,13476.0,1781.0,0.0,6667.0,8448.0,2524.91,0.0,9397.22,11922.13,1.7,0.0,0.0,0.0,0.0,sum
1,957,60.43,0.0,60.76,60.69,89.24,0.0,88.91,88.98,3000.0,3596.0,0.0,13034.0,16630.0,2173.0,0.0,7919.0,10092.0,3209.02,0.0,11588.74,14797.76,1.8,0.0,0.0,0.0,0.0,sum
1,1040,57.84,0.0,58.91,58.67,88.62,0.0,89.01,88.92,3000.0,4395.0,0.0,15285.0,19680.0,2542.0,0.0,9005.0,11547.0,3894.79,0.0,13604.78,17499.57,1.9,0.0,0.0,0.0,0.0,sum
1,1149,55.69,0.0,57.15,56.81,88.67,0.0,88.99,88.91,3000.0,5321.0,0.0,17532.0,22853.0,2963.0,0.0,10020.0,12983.0,4717.87,0.0,15601.41,20319.28,2.0,0.0,0.0,0.0,0.0,sum
