cid,doc,knum0,knum1,knum3,knum9,kret0,kret1,kret3,kret9,nday,num0,num1,num3,num9,nwin0,nwin1,nwin3,nwin9,ret0,ret1,ret3,ret9,v1,v2,v3,v4,v5,xtim
1,219,85.19,0.0,87.59,87.21,95.56,0.0,96.63,96.46,500.0,27.0,0.0,145.0,172.0,23.0,0.0,127.0,150.0,25.8,0.0,140.11,165.91,1.2,40.0,0.0,0.0,0.0,sum
1,221,88.89,0.0,87.04,87.37,100.11,0.0,96.15,96.87,500.0,36.0,0.0,162.0,198.0,32.0,0.0,141.0,173.0,36.04,0.0,155.77,191.81,1.2,35.0,0.0,0.0,0.0,sum
1,222,85.71,0.0,85.71,85.71,95.8,0.0,95.06,95.19,500.0,35.0,0.0,175.0,210.0,30.0,0.0,150.0,180.0,33.53,0.0,166.36,199.89,1.25,80.0,0.0,0.0,0.0,sum
1,225,85.71,0.0,85.02,85.14,96.29,0.0,94.64,94.92,500.0,42.0,0.0,207.0,249.0,36.0,0.0,176.0,212.0,40.44,0.0,195.9,236.34,1.25,70.0,0.0,0.0,0.0,sum
1,220,86.79,0.0,84.19,84.64,98.26,0.0,94.02,94.75,500.0,53.0,0.0,253.0,306.0,46.0,0.0,213.0,259.0,52.08,0.0,237.87,289.95,1.25,60.0,0.0,0.0,0.0,sum
1,229,87.27,0.0,84.48,84.94,98.98,0.0,94.7,95.41,500.0,55.0,0.0,277.0,332.0,48.0,0.0,234.0,282.0,54.44,0.0,262.31,316.75,1.25,55.0,0.0,0.0,0.0,sum
1,228,86.76,0.0,84.16,84.62,99.18,0.0,94.68,95.46,500.0,68.0,0.0,322.0,390.0,59.0,0.0,271.0,330.0,67.44,0.0,304.86,372.3,1.25,45.0,0.0,0.0,0.0,sum
1,228,84.29,0.0,83.48,83.62,96.34,0.0,94.03,94.42,500.0,70.0,0.0,339.0,409.0,59.0,0.0,283.0,342.0,67.44,0.0,318.75,386.19,1.25,40.0,0.0,0.0,0.0,sum
1,229,83.75,0.0,82.97,83.11,96.09,0.0,93.53,93.99,500.0,80.0,0.0,364.0,444.0,67.0,0.0,302.0,369.0,76.87,0.0,340.44,417.31,1.25,35.0,0.0,0.0,0.0,sum
1,223,84.0,0.0,82.51,82.77,95.41,0.0,93.14,93.52,500.0,75.0,0.0,366.0,441.0,63.0,0.0,302.0,365.0,71.56,0.0,340.88,412.44,1.3,80.0,0.0,0.0,0.0,sum
1,227,84.27,0.0,82.52,82.83,96.46,0.0,93.34,93.89,500.0,89.0,0.0,412.0,501.0,75.0,0.0,340.0,415.0,85.85,0.0,384.56,470.41,1.3,70.0,0.0,0.0,0.0,sum
1,228,84.55,0.0,82.74,83.08,97.46,0.0,94.12,94.75,500.0,110.0,0.0,475.0,585.0,93.0,0.0,393.0,486.0,107.21,0.0,447.06,554.27,1.3,60.0,0.0,0.0,0.0,sum
1,228,84.68,0.0,82.58,82.97,97.67,0.0,94.05,94.72,500.0,111.0,0.0,488.0,599.0,94.0,0.0,403.0,497.0,108.41,0.0,458.94,567.35,1.3,55.0,0.0,0.0,0.0,sum
1,232,82.26,0.0,80.44,80.78,95.23,0.0,91.87,92.49,500.0,124.0,0.0,542.0,666.0,102.0,0.0,436.0,538.0,118.09,0.0,497.92,616.01,1.3,45.0,0.0,0.0,0.0,sum
1,234,82.03,0.0,79.86,80.26,94.95,0.0,91.29,91.97,500.0,128.0,0.0,556.0,684.0,105.0,0.0,444.0,549.0,121.54,0.0,507.55,629.09,1.3,40.0,0.0,0.0,0.0,sum
1,237,80.56,0.0,80.21,80.28,93.99,0.0,91.92,92.33,500.0,144.0,0.0,581.0,725.0,116.0,0.0,466.0,582.0,135.35,0.0,534.05,669.4,1.3,35.0,0.0,0.0,0.0,sum
1,241,79.81,0.0,78.93,79.12,94.46,0.0,92.25,92.72,500.0,208.0,0.0,769.0,977.0,166.0,0.0,607.0,773.0,196.48,0.0,709.38,905.86,1.4,80.0,0.0,0.0,0.0,sum
1,239,80.53,0.0,79.08,79.39,95.57,0.0,92.99,93.54,500.0,226.0,0.0,827.0,1053.0,182.0,0.0,654.0,836.0,215.99,0.0,768.99,984.98,1.4,70.0,0.0,0.0,0.0,sum
1,242,79.84,0.0,78.13,78.5,95.52,0.0,92.51,93.16,500.0,253.0,0.0,919.0,1172.0,202.0,0.0,718.0,920.0,241.67,0.0,850.17,1091.84,1.4,60.0,0.0,0.0,0.0,sum
1,243,80.08,0.0,77.92,78.39,96.19,0.0,92.32,93.17,500.0,261.0,0.0,933.0,1194.0,209.0,0.0,727.0,936.0,251.06,0.0,861.36,1112.42,1.4,55.0,0.0,0.0,0.0,sum
1,241,79.17,0.0,77.71,78.03,95.99,0.0,92.6,93.35,500.0,288.0,0.0,1014.0,1302.0,228.0,0.0,788.0,1016.0,276.44,0.0,938.97,1215.41,1.4,45.0,0.0,0.0,0.0,sum
1,243,79.04,0.0,77.41,77.77,95.86,0.0,92.42,93.18,500.0,291.0,0.0,1036.0,1327.0,230.0,0.0,802.0,1032.0,278.96,0.0,957.51,1236.47,1.4,40.0,0.0,0.0,0.0,sum
1,244,78.55,0.0,77.14,77.45,95.39,0.0,92.34,93.01,500.0,303.0,0.0,1076.0,1379.0,238.0,0.0,830.0,1068.0,289.04,0.0,993.62,1282.66,1.4,35.0,0.0,0.0,0.0,sum
1,247,76.25,0.0,75.8,75.9,92.87,0.0,92.14,92.29,500.0,341.0,0.0,1277.0,1618.0,260.0,0.0,968.0,1228.0,316.69,0.0,1176.61,1493.3,1.5,80.0,0.0,0.0,0.0,sum
1,249,75.99,0.0,75.07,75.27,93.31,0.0,91.71,92.06,500.0,379.0,0.0,1368.0,1747.0,288.0,0.0,1027.0,1315.0,353.66,0.0,1254.65,1608.31,1.5,70.0,0.0,0.0,0.0,sum
1,252,74.28,0.0,74.5,74.45,91.92,0.0,91.73,91.77,500.0,416.0,0.0,1502.0,1918.0,309.0,0.0,1119.0,1428.0,382.4,0.0,1377.78,1760.18,1.5,60.0,0.0,0.0,0.0,sum
1,252,74.34,0.0,74.26,74.28,92.05,0.0,91.51,91.62,500.0,417.0,0.0,1519.0,1936.0,310.0,0.0,1128.0,1438.0,383.85,0.0,1389.99,1773.84,1.5,55.0,0.0,0.0,0.0,sum
1,256,72.91,0.0,73.42,73.3,90.82,0.0,91.01,90.97,500.0,454.0,0.0,1625.0,2079.0,331.0,0.0,1193.0,1524.0,412.33,0.0,1478.92,1891.25,1.5,45.0,0.0,0.0,0.0,sum
1,257,72.04,0.0,73.45,73.14,89.9,0.0,91.25,90.95,500.0,465.0,0.0,1661.0,2126.0,335.0,0.0,1220.0,1555.0,418.03,0.0,1515.64,1933.67,1.5,40.0,0.0,0.0,0.0,sum
1,256,72.24,0.0,73.07,72.89,90.63,0.0,91.04,90.95,500.0,490.0,0.0,1712.0,2202.0,354.0,0.0,1251.0,1605.0,444.09,0.0,1558.64,2002.73,1.5,35.0,0.0,0.0,0.0,sum
1,261,72.18,0.0,71.7,71.8,90.95,0.0,90.43,90.54,500.0,514.0,0.0,1919.0,2433.0,371.0,0.0,1376.0,1747.0,467.48,0.0,1735.28,2202.76,1.6,80.0,0.0,0.0,0.0,sum
1,265,71.79,0.0,71.06,71.21,91.14,0.0,90.09,90.31,500.0,546.0,0.0,2042.0,2588.0,392.0,0.0,1451.0,1843.0,497.61,0.0,1839.63,2337.24,1.6,70.0,0.0,0.0,0.0,sum
1,267,71.33,0.0,70.44,70.63,91.58,0.0,89.91,90.27,500.0,593.0,0.0,2192.0,2785.0,423.0,0.0,1544.0,1967.0,543.05,0.0,1970.93,2513.98,1.6,60.0,0.0,0.0,0.0,sum
1,269,71.31,0.0,70.44,70.62,91.67,0.0,90.02,90.37,500.0,603.0,0.0,2219.0,2822.0,430.0,0.0,1563.0,1993.0,552.75,0.0,1997.55,2550.3,1.6,55.0,0.0,0.0,0.0,sum
1,274,70.08,0.0,69.39,69.54,90.85,0.0,89.29,89.63,500.0,655.0,0.0,2375.0,3030.0,459.0,0.0,1648.0,2107.0,595.09,0.0,2120.7,2715.79,1.6,45.0,0.0,0.0,0.0,sum
1,273,69.67,0.0,68.92,69.08,90.45,0.0,88.77,89.14,500.0,666.0,0.0,2413.0,3079.0,464.0,0.0,1663.0,2127.0,602.41,0.0,2142.07,2744.48,1.6,40.0,0.0,0.0,0.0,sum
1,275,68.8,0.0,68.7,68.72,89.66,0.0,88.89,89.05,500.0,686.0,0.0,2492.0,3178.0,472.0,0.0,1712.0,2184.0,615.04,0.0,2215.09,2830.13,1.6,35.0,0.0,0.0,0.0,sum
