gid,gset,mplay,mtid,gplay,gtid,qj,qs,qr,kend,kwin,kwinrq,tweek,tplay,tsell,cid,pwin9,pdraw9,plost9,kwin_sta
609771,葡超,布拉加,719,埃斯托,1616,1.0,1.0,0.0,1,1.0,-1.0,1,2017-02-07,2017-02-06 23:55:00,1,1.26,4.3,9.7,3.0
631898,日新杯,鹿岛,1029,福冈,808,1.0,0.0,0.0,1,3.0,-1.0,1,2017-02-06,2017-02-06 12:55:00,1,1.3,4.55,7.2,3.0
596333,德甲,法兰克,791,达姆施,1926,2.0,0.0,0.0,1,3.0,-1.0,0,2017-02-06,2017-02-06 00:25:00,1,1.49,3.4,6.1,3.0
607044,西甲,社会,885,奥萨苏,622,3.0,2.0,0.0,1,3.0,-1.0,0,2017-02-06,2017-02-06 00:55:00,1,1.23,4.7,9.6,3.0
609770,葡超,本菲卡,678,葡国民,1099,3.0,0.0,0.0,1,3.0,-1.0,0,2017-02-06,2017-02-06 00:55:00,1,1.08,6.9,17.0,3.0
630277,巴圣锦,帕尔梅,1567,博塔弗,5713,1.0,0.0,0.0,1,3.0,-1.0,0,2017-02-06,2017-02-06 00:55:00,1,1.22,4.65,10.55,3.0
610598,意甲,尤文,1330,国米,846,1.0,0.0,0.0,1,3.0,-1.0,0,2017-02-06,2017-02-06 00:55:00,1,1.43,3.9,5.75,3.0
607039,西甲,塞尔塔,457,皇马,883,-1.0,-1.0,0.0,1,-1.0,-1.0,0,2017-02-06,2017-02-06 00:55:00,1,6.0,4.5,1.35,0.0
632919,智甲,天主大,1718,基约塔,6127,1.0,0.0,0.0,1,3.0,-1.0,0,2017-02-06,2017-02-06 00:55:00,1,1.36,4.45,5.9,3.0
631900,日新杯,磐田,1151,熊本,5183,1.0,1.0,0.0,1,1.0,-1.0,0,2017-02-05,2017-02-05 12:55:00,1,1.46,3.85,5.4,3.0
607045,西甲,塞维利,464,比利亚,683,0.0,0.0,0.0,1,1.0,-1.0,0,2017-02-05,2017-02-05 18:55:00,1,1.38,4.15,6.1,3.0
575949,荷甲,罗达JC,1030,阿贾克,540,0.0,2.0,0.0,1,0.0,-1.0,0,2017-02-05,2017-02-05 19:25:00,1,9.5,4.9,1.22,0.0
574304,苏超,圣约翰,401,凯尔特,926,2.0,5.0,0.0,1,0.0,-1.0,0,2017-02-05,2017-02-05 20:25:00,1,8.0,4.5,1.28,0.0
572959,英超,曼城,1072,斯旺西,511,2.0,1.0,0.0,1,3.0,-1.0,0,2017-02-05,2017-02-05 21:25:00,1,1.1,6.85,13.5,3.0
573299,比甲,布鲁日,729,沙勒罗,742,1.0,0.0,0.0,1,3.0,-1.0,0,2017-02-05,2017-02-05 21:25:00,1,1.24,4.75,8.9,3.0
610595,意甲,亚特兰,1308,卡利亚,917,2.0,0.0,0.0,1,3.0,-1.0,0,2017-02-05,2017-02-05 21:55:00,1,1.21,5.15,9.2,3.0
572957,英超,赫尔城,872,利物浦,1011,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 22:55:00,1,7.0,4.4,1.32,0.0
572961,英超,热刺,1238,米德尔,1095,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,1.16,5.5,12.0,3.0
573301,比甲,亨克,840,匹卢维,6343,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,1.33,4.35,6.8,3.0
573304,比甲,列日,691,科特赖,3515,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,1.29,4.5,7.55,3.0
574001,法甲,摩纳哥,1105,尼斯,1134,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 23:55:00,1,1.45,3.9,5.5,3.0
574003,法甲,第戎,774,日尔曼,647,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,9.1,4.85,1.23,0.0
574299,苏超,阿伯丁,527,帕尔蒂,1148,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 22:55:00,1,1.43,3.8,6.0,3.0
574303,苏超,流浪者,827,罗斯郡,1719,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 22:55:00,1,1.36,4.2,6.5,3.0
575948,荷甲,格罗宁,834,精英,393,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,1.42,4.1,5.5,3.0
577876,英冠,布里斯,728,罗瑟汉,1037,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 22:55:00,1,1.46,4.0,5.2,3.0
578426,英甲,谢菲联,1299,温布尔,1267,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 22:55:00,1,1.36,4.2,6.5,3.0
596331,德甲,拜仁,664,沙尔克,478,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-04 22:25:00,1,1.12,6.4,12.5,3.0
607037,西甲,马竞技,1046,莱加内,971,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,1.2,4.8,12.0,3.0
610600,意甲,博洛尼,707,那不勒,1125,-1.0,-1.0,0.0,0,-1.0,-1.0,6,2017-02-04,2017-02-05 00:55:00,1,6.5,4.2,1.36,0.0
631896,日新杯,鹿岛,1029,横滨FC,3195,0.0,1.0,0.0,1,0.0,-1.0,6,2017-02-04,2017-02-04 12:55:00,1,1.22,4.95,9.25,3.0
580013,荷乙,坎布尔,235,海尔蒙,1795,-1.0,-1.0,0.0,0,-1.0,-1.0,5,2017-02-03,2017-02-03 23:55:00,1,1.37,4.2,6.2,3.0
580014,荷乙,阿青年,3053,瓦尔韦,385,-1.0,-1.0,0.0,0,-1.0,-1.0,5,2017-02-03,2017-02-03 23:55:00,1,1.38,4.45,5.55,3.0
580021,荷乙,芬洛,435,格拉夫,782,-1.0,-1.0,0.0,0,-1.0,-1.0,5,2017-02-03,2017-02-03 23:55:00,1,1.27,4.65,7.9,3.0
630273,巴圣锦,桑托斯,472,林斯,6460,-1.0,-1.0,0.0,0,-1.0,-1.0,5,2017-02-03,2017-02-03 23:55:00,1,1.18,4.95,12.5,3.0
574287,苏超,阿伯丁,527,邓迪,784,3.0,0.0,0.0,1,3.0,-1.0,5,2017-01-28,2017-01-28 03:44,1,1.26,4.65,8.25,3.0
580006,荷乙,阿尔城,2848,福图纳,1303,2.0,0.0,0.0,1,3.0,-1.0,5,2017-01-28,2017-01-28 02:59,1,1.36,4.42,5.95,3.0
628194,英联杯,赫尔城,872,曼联,1075,2.0,1.0,0.0,1,3.0,-1.0,4,2017-01-27,2017-01-26 23:55:00,1,7.3,4.25,1.32,0.0
631683,西班牙杯,巴萨,653,社会,885,5.0,2.0,0.0,1,3.0,-1.0,4,2017-01-27,2017-01-26 23:55:00,1,1.12,6.45,12.25,3.0
631822,葡联杯,摩雷伦斯,1110,本菲卡,678,3.0,1.0,0.0,1,3.0,-1.0,4,2017-01-27,2017-01-26 23:55:00,1,13.0,5.7,1.14,0.0
573283,比甲,布鲁日,729,华斯兰,2124,2.0,1.0,0.0,1,3.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.08,6.9,17.0,3.0
573290,比甲,韦斯特,1264,安德莱,590,2.0,4.0,0.0,1,0.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,7.5,4.65,1.28,0.0
574246,苏超,凯尔特,926,圣约翰,401,1.0,0.0,0.0,1,3.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.11,6.6,13.0,3.0
628195,英联杯,利物浦,1011,南安普,1128,0.0,1.0,0.0,1,0.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.32,4.25,7.3,3.0
629634,荷杯,乌德勒,1275,坎布尔,235,2.0,2.0,0.0,1,1.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.28,4.8,7.15,3.0
631636,法联杯,摩纳哥,1105,南锡,1130,1.0,0.0,0.0,1,3.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.2,5.2,9.6,3.0
631682,西班牙杯,塞尔塔,457,皇马,883,2.0,2.0,0.0,1,1.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,5.5,4.4,1.39,0.0
632468,意杯,尤文,1330,AC米兰,210,2.0,1.0,0.0,1,3.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.31,4.2,7.8,3.0
632715,日泰杯,曼谷联,7801,鹿岛,1029,4.0,3.0,0.0,1,3.0,-1.0,4,2017-01-26,2017-01-26 16:55:00,1,6.0,4.3,1.37,0.0
632716,日泰杯,尚卡汶,7796,横滨,870,0.0,4.0,0.0,1,0.0,-1.0,4,2017-01-26,2017-01-26 19:55:00,1,6.0,4.3,1.37,0.0
632796,苏足总杯,哈茨,855,拉茨流,1917,1.0,1.0,0.0,1,1.0,-1.0,3,2017-01-26,2017-01-25 23:55:00,1,1.18,5.5,10.0,3.0
573285,比甲,亨克,840,科特赖,3515,3.0,0.0,0.0,1,3.0,-1.0,2,2017-01-25,2017-01-24 23:55:00,1,1.29,4.5,7.6,3.0
573289,比甲,聚尔特,436,匹卢维,6343,1.0,0.0,0.0,1,3.0,-1.0,2,2017-01-25,2017-01-24 23:55:00,1,1.31,4.3,7.5,3.0
578379,英甲,谢菲联,1299,福利特,3842,0.0,2.0,0.0,1,0.0,-1.0,2,2017-01-25,2017-01-24 23:55:00,1,1.32,4.3,7.2,3.0
631577,墨西杯,蓝十字,1893,奥哈卡,7216,1.0,1.0,0.0,1,1.0,-1.0,2,2017-01-25,2017-01-25 10:55:00,1,1.33,4.3,7.0,3.0
631583,墨西杯,拉古纳,1900,特彼斯,7486,1.0,2.0,0.0,1,0.0,-1.0,2,2017-01-25,2017-01-24 23:55:00,1,1.4,3.95,6.2,3.0
631601,墨西杯,瓜达拉,1896,亚特兰,1886,1.0,1.0,0.0,1,1.0,-1.0,2,2017-01-25,2017-01-25 10:55:00,1,1.51,3.65,5.2,3.0
631637,法联杯,波尔多,693,日尔曼,647,1.0,4.0,0.0,1,0.0,-1.0,2,2017-01-25,2017-01-24 23:55:00,1,6.75,3.9,1.38,0.0
632467,意杯,那不勒,1125,佛罗伦,803,1.0,0.0,0.0,1,3.0,-1.0,2,2017-01-25,2017-01-24 23:55:00,1,1.37,4.25,6.1,3.0
632713,日泰杯,尚卡汶,7796,鹿岛,1029,2.0,4.0,0.0,1,0.0,-1.0,2,2017-01-24,2017-01-24 16:55:00,1,9.7,5.4,1.19,0.0
572936,英超,切尔西,1173,赫尔城,872,2.0,0.0,0.0,1,3.0,-1.0,0,2017-01-23,2017-01-23 00:25:00,1,1.09,6.7,16.0,3.0
573275,比甲,安德莱,590,圣图尔,502,3.0,1.0,0.0,1,3.0,-1.0,0,2017-01-23,2017-01-23 00:55:00,1,1.24,4.9,8.5,3.0
573279,比甲,梅赫伦,1079,韦斯特,1264,1.0,2.0,0.0,1,0.0,-1.0,0,2017-01-23,2017-01-23 00:55:00,1,1.44,4.0,5.4,3.0
607020,西甲,埃瓦尔,562,巴萨,653,0.0,4.0,0.0,1,0.0,-1.0,0,2017-01-23,2017-01-23 00:55:00,1,11.6,5.75,1.15,0.0
610575,意甲,罗马,1032,卡利亚,917,1.0,0.0,0.0,1,3.0,-1.0,0,2017-01-23,2017-01-23 00:55:00,1,1.13,6.3,11.75,3.0
628785,墨西联,托卢卡,1887,美洲虎,1902,0.0,1.0,0.0,1,0.0,-1.0,0,2017-01-23,2017-01-23 00:55:00,1,1.32,4.2,7.5,3.0
572934,英超,阿森纳,554,伯恩利,700,2.0,1.0,0.0,1,3.0,-1.0,0,2017-01-22,2017-01-22 22:10:00,1,1.1,6.6,15.0,3.0
573981,法甲,摩纳哥,1105,洛里昂,980,4.0,0.0,0.0,1,3.0,-1.0,0,2017-01-22,2017-01-22 21:55:00,1,1.17,5.65,10.25,3.0
573985,法甲,南特,1129,日尔曼,647,0.0,2.0,0.0,1,0.0,-1.0,6,2017-01-22,2017-01-21 23:55:00,1,9.8,4.81,1.22,0.0
575927,荷甲,阿尔克,224,鹿特丹,518,1.0,1.0,0.0,1,1.0,-1.0,6,2017-01-22,2017-01-22 00:55:00,1,1.27,4.95,7.15,3.0
575929,荷甲,费耶诺,801,威廉,1248,1.0,0.0,0.0,1,3.0,-1.0,6,2017-01-22,2017-01-22 00:55:00,1,1.12,5.87,15.0,3.0
575934,荷甲,埃因霍,378,海伦芬,857,4.0,3.0,0.0,1,3.0,-1.0,0,2017-01-22,2017-01-22 23:40:00,1,1.24,4.95,8.3,3.0
596315,德甲,莱比锡,970,法兰克,791,3.0,0.0,0.0,1,3.0,-1.0,6,2017-01-22,2017-01-22 00:55:00,1,1.53,3.5,5.3,3.0
607023,西甲,奥萨苏,622,塞维利,464,3.0,4.0,0.0,1,0.0,-1.0,0,2017-01-22,2017-01-22 18:55:00,1,6.65,4.2,1.35,0.0
609756,葡超,马里迪,1050,里斯本,1000,2.0,2.0,0.0,1,1.0,-1.0,6,2017-01-22,2017-01-22 00:55:00,1,5.4,3.5,1.52,0.0
609757,葡超,波尔图,694,里奥阿,1002,4.0,2.0,0.0,1,3.0,-1.0,6,2017-01-22,2017-01-21 23:55:00,1,1.11,5.85,17.5,3.0
610576,意甲,热那亚,1179,克罗托,243,2.0,2.0,0.0,1,1.0,-1.0,0,2017-01-22,2017-01-22 21:55:00,1,1.41,3.9,6.1,3.0
610578,意甲,巴勒莫,645,国米,846,0.0,1.0,0.0,1,0.0,-1.0,0,2017-01-22,2017-01-22 21:55:00,1,6.3,4.25,1.36,0.0
610579,意甲,尤文,1330,拉齐奥,964,2.0,0.0,0.0,1,3.0,-1.0,0,2017-01-22,2017-01-22 19:25:00,1,1.34,4.15,7.05,3.0
631838,苏足总杯,拉茨流,1917,哈茨,855,1.0,1.0,0.0,1,1.0,-1.0,0,2017-01-22,2017-01-22 21:00:00,1,6.5,4.2,1.36,0.0
572938,英超,利物浦,1011,斯旺西,511,2.0,3.0,0.0,1,0.0,-1.0,6,2017-01-21,2017-01-21 20:25:00,1,1.1,6.85,13.5,3.0
572942,英超,斯托克,1197,曼联,1075,1.0,1.0,0.0,1,1.0,-1.0,6,2017-01-21,2017-01-21 22:55:00,1,6.1,4.06,1.39,0.0
573277,比甲,根特,839,沙勒罗,742,1.0,0.0,0.0,1,3.0,-1.0,5,2017-01-21,2017-01-20 23:55:00,1,1.5,3.65,5.3,3.0
577842,英冠,纽卡,1137,罗瑟汉,1037,4.0,0.0,0.0,1,3.0,-1.0,6,2017-01-21,2017-01-21 22:55:00,1,1.13,5.95,13.0,3.0
578412,英甲,谢菲联,1299,吉灵汉,831,2.0,2.0,0.0,1,1.0,-1.0,6,2017-01-21,2017-01-21 22:55:00,1,1.23,4.9,8.9,3.0
579999,荷乙,格拉夫,782,登博思,756,0.0,3.0,0.0,1,0.0,-1.0,5,2017-01-21,2017-01-20 23:55:00,1,1.41,4.3,5.35,3.0
596313,德甲,弗赖堡,804,拜仁,664,1.0,2.0,0.0,1,0.0,-1.0,5,2017-01-21,2017-01-20 23:55:00,1,13.0,6.3,1.12,0.0
596317,德甲,不来梅,1334,多特,786,1.0,2.0,0.0,1,0.0,-1.0,6,2017-01-21,2017-01-21 22:25:00,1,5.46,4.4,1.39,0.0
607021,西甲,西牙人,1283,格拉纳,4607,3.0,1.0,0.0,1,3.0,-1.0,6,2017-01-21,2017-01-21 19:55:00,1,1.41,3.6,7.0,3.0
631824,苏足总杯,流浪者,827,马瑟韦,1065,2.0,1.0,0.0,1,3.0,-1.0,6,2017-01-21,2017-01-21 20:25:00,1,1.28,4.65,7.5,3.0
631830,苏足总杯,艾珍城,1933,伊凡尼,1363,1.0,2.0,0.0,1,0.0,-1.0,6,2017-01-21,2017-01-21 22:55:00,1,8.0,4.9,1.25,0.0
631833,苏足总杯,邓迪,784,圣米伦,402,0.0,2.0,0.0,1,0.0,-1.0,6,2017-01-21,2017-01-21 22:55:00,1,1.36,4.4,6.0,3.0
581438,澳超,悉尼FC,3302,阿德莱,3986,2.0,0.0,0.0,1,3.0,-1.0,5,2017-01-20,2017-01-20 16:45:00,1,1.49,3.85,5.05,3.0
627916,非洲杯,塞内加,32,津巴布,58,2.0,0.0,0.0,1,3.0,-1.0,4,2017-01-20,2017-01-19 23:55:00,1,1.29,3.95,9.9,3.0
629255,意杯,罗马,1032,桑普多,468,4.0,0.0,0.0,1,3.0,-1.0,4,2017-01-20,2017-01-19 23:55:00,1,1.24,4.9,8.4,3.0
631678,西班牙杯,马竞技,1046,埃瓦尔,562,3.0,0.0,0.0,1,3.0,-1.0,4,2017-01-20,2017-01-19 23:55:00,1,1.14,5.4,15.0,3.0
631679,西班牙杯,社会,885,巴萨,653,0.0,1.0,0.0,1,0.0,-1.0,4,2017-01-20,2017-01-19 23:55:00,1,5.5,4.2,1.41,0.0
632530,球会友谊,瓦勒伦,1242,斯托曼,4295,3.0,2.0,0.0,1,3.0,-1.0,5,2017-01-20,2017-01-20 19:25:00,1,1.44,4.2,5.1,3.0
581437,澳超,墨本城,6245,中央海,3616,2.0,1.0,0.0,1,3.0,-1.0,4,2017-01-19,2017-01-19 16:45:00,1,1.16,5.9,10.5,3.0
627910,非洲杯,喀麦隆,5,几内比绍,4932,2.0,1.0,0.0,1,3.0,-1.0,3,2017-01-19,2017-01-18 23:55:00,1,1.38,3.25,10.25,3.0
628639,比杯,聚尔特,436,欧本,2100,1.0,0.0,0.0,1,3.0,-1.0,3,2017-01-19,2017-01-18 23:55:00,1,1.39,4.15,5.95,3.0
629253,意杯,萨索洛,3656,切塞纳,461,1.0,2.0,0.0,1,0.0,-1.0,3,2017-01-19,2017-01-18 23:55:00,1,1.43,3.95,5.65,3.0
629254,意杯,拉齐奥,964,热那亚,1179,4.0,2.0,0.0,1,3.0,-1.0,3,2017-01-19,2017-01-18 23:55:00,1,1.5,3.75,5.09,3.0
629599,英足总杯,普利茅,1360,利物浦,1011,0.0,1.0,0.0,1,0.0,-1.0,3,2017-01-19,2017-01-18 23:55:00,1,11.0,5.66,1.16,0.0
