xtim,kret9,kret3,kret1,kret0,knum9,knum3,knum1,knum0,ret9,num9,nwin9,ret3,ret1,ret0,nwin3,nwin1,nwin0,num3,num1,num0,cid
2017-01-07,110.33,110.33,0.0,0.0,100.0,100.0,0.0,0.0,3.31,3.0,3.0,3.31,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-12-31,111.33,111.0,0.0,112.0,100.0,100.0,0.0,100.0,3.34,3.0,3.0,2.22,0.0,1.12,2.0,0.0,1.0,2.0,0.0,1.0,1
2016-12-30,52.0,52.0,0.0,0.0,50.0,50.0,0.0,0.0,1.04,2.0,1.0,1.04,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1
2016-12-28,112.0,112.0,0.0,0.0,100.0,100.0,0.0,0.0,2.24,2.0,2.0,2.24,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-12-27,105.0,105.0,0.0,0.0,100.0,100.0,0.0,0.0,1.05,1.0,1.0,1.05,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-26,107.0,107.0,0.0,0.0,100.0,100.0,0.0,0.0,1.07,1.0,1.0,1.07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-24,110.0,0.0,0.0,110.0,100.0,0.0,0.0,100.0,1.1,1.0,1.0,0.0,0.0,1.1,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-12-23,109.0,109.0,0.0,0.0,100.0,100.0,0.0,0.0,1.09,1.0,1.0,1.09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-22,111.5,111.5,0.0,0.0,100.0,100.0,0.0,0.0,2.23,2.0,2.0,2.23,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1
2016-12-19,109.0,109.0,0.0,0.0,100.0,100.0,0.0,0.0,2.18,2.0,2.0,2.18,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-12-18,114.0,0.0,0.0,114.0,100.0,0.0,0.0,100.0,1.14,1.0,1.0,0.0,0.0,1.14,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-12-17,115.0,115.0,0.0,0.0,100.0,100.0,0.0,0.0,2.3,2.0,2.0,2.3,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-12-15,109.67,109.67,0.0,0.0,100.0,100.0,0.0,0.0,3.29,3.0,3.0,3.29,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-12-14,110.0,110.0,0.0,0.0,100.0,100.0,0.0,0.0,1.1,1.0,1.0,1.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-12,88.8,83.5,0.0,110.0,80.0,75.0,0.0,100.0,4.44,5.0,4.0,3.34,0.0,1.1,3.0,0.0,1.0,4.0,0.0,1.0,1
2016-12-11,112.0,112.0,0.0,0.0,100.0,100.0,0.0,0.0,1.12,1.0,1.0,1.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-10,113.0,113.0,0.0,113.0,100.0,100.0,0.0,100.0,2.26,2.0,2.0,1.13,0.0,1.13,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-05,116.0,116.0,0.0,0.0,100.0,100.0,0.0,0.0,1.16,1.0,1.0,1.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-12-04,92.0,85.0,0.0,120.0,80.0,75.0,0.0,100.0,4.6,5.0,4.0,3.4,0.0,1.2,3.0,0.0,1.0,4.0,0.0,1.0,1
2016-12-03,56.0,0.0,0.0,112.0,50.0,0.0,0.0,100.0,1.12,2.0,1.0,0.0,0.0,1.12,0.0,0.0,1.0,1.0,0.0,1.0,1
2016-12-01,108.0,108.0,0.0,0.0,100.0,100.0,0.0,0.0,1.08,1.0,1.0,1.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-30,56.0,56.0,0.0,0.0,50.0,50.0,0.0,0.0,1.12,2.0,1.0,1.12,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1
2016-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-28,106.5,106.5,0.0,0.0,100.0,100.0,0.0,0.0,2.13,2.0,2.0,2.13,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-11-27,85.5,113.0,0.0,58.0,75.0,100.0,0.0,50.0,3.42,4.0,3.0,2.26,0.0,1.16,2.0,0.0,1.0,2.0,0.0,2.0,1
2016-11-26,111.0,0.0,0.0,111.0,100.0,0.0,0.0,100.0,1.11,1.0,1.0,0.0,0.0,1.11,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-11-24,76.0,117.0,0.0,55.5,66.67,100.0,0.0,50.0,2.28,3.0,2.0,1.17,0.0,1.11,1.0,0.0,1.0,1.0,0.0,2.0,1
2016-11-21,118.5,118.5,0.0,0.0,100.0,100.0,0.0,0.0,2.37,2.0,2.0,2.37,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-11-20,112.0,113.33,0.0,108.0,100.0,100.0,0.0,100.0,4.48,4.0,4.0,3.4,0.0,1.08,3.0,0.0,1.0,3.0,0.0,1.0,1
2016-11-16,114.0,114.0,0.0,0.0,100.0,100.0,0.0,0.0,1.14,1.0,1.0,1.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-15,123.0,123.0,0.0,0.0,100.0,100.0,0.0,0.0,1.23,1.0,1.0,1.23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-12,112.5,112.5,0.0,0.0,100.0,100.0,0.0,0.0,2.25,2.0,2.0,2.25,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-11-11,101.0,101.0,0.0,0.0,100.0,100.0,0.0,0.0,1.01,1.0,1.0,1.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-09,127.0,127.0,0.0,0.0,100.0,100.0,0.0,0.0,1.27,1.0,1.0,1.27,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-07,113.0,113.0,0.0,0.0,100.0,100.0,0.0,0.0,4.52,4.0,4.0,4.52,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1
2016-11-06,75.67,75.67,0.0,0.0,66.67,66.67,0.0,0.0,2.27,3.0,2.0,2.27,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-11-05,80.67,80.67,0.0,0.0,66.67,66.67,0.0,0.0,2.42,3.0,2.0,2.42,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-11-04,115.0,115.0,0.0,0.0,100.0,100.0,0.0,0.0,1.15,1.0,1.0,1.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-11-03,109.0,109.0,0.0,0.0,100.0,100.0,0.0,0.0,1.09,1.0,1.0,1.09,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-10-30,111.33,111.33,0.0,0.0,100.0,100.0,0.0,0.0,3.34,3.0,3.0,3.34,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-10-29,81.75,55.0,0.0,108.5,75.0,50.0,0.0,100.0,3.27,4.0,3.0,1.1,0.0,2.17,1.0,0.0,2.0,2.0,0.0,2.0,1
2016-10-27,92.33,86.44,0.0,110.0,83.33,77.78,0.0,100.0,11.08,12.0,10.0,7.78,0.0,3.3,7.0,0.0,3.0,9.0,0.0,3.0,1
2016-10-26,78.0,117.0,0.0,0.0,66.67,100.0,0.0,0.0,2.34,3.0,2.0,2.34,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1
2016-10-25,111.0,111.0,0.0,0.0,100.0,100.0,0.0,0.0,1.11,1.0,1.0,1.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-10-24,72.0,72.0,0.0,0.0,66.67,66.67,0.0,0.0,2.16,3.0,2.0,2.16,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-10-23,118.0,117.0,0.0,119.0,100.0,100.0,0.0,100.0,2.36,2.0,2.0,1.17,0.0,1.19,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-10-22,69.2,57.5,0.0,116.0,60.0,50.0,0.0,100.0,3.46,5.0,3.0,2.3,0.0,1.16,2.0,0.0,1.0,4.0,0.0,1.0,1
2016-10-21,57.5,0.0,0.0,115.0,50.0,0.0,0.0,100.0,1.15,2.0,1.0,0.0,0.0,1.15,0.0,0.0,1.0,1.0,0.0,1.0,1
2016-10-20,107.0,107.0,0.0,0.0,100.0,100.0,0.0,0.0,1.07,1.0,1.0,1.07,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-10-16,108.0,108.0,0.0,0.0,100.0,100.0,0.0,0.0,1.08,1.0,1.0,1.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-10-15,37.0,55.5,0.0,0.0,33.33,50.0,0.0,0.0,1.11,3.0,1.0,1.11,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1
2016-10-12,70.0,51.5,0.0,107.0,66.67,50.0,0.0,100.0,2.1,3.0,2.0,1.03,0.0,1.07,1.0,0.0,1.0,2.0,0.0,1.0,1
2016-10-11,109.5,109.5,0.0,0.0,100.0,100.0,0.0,0.0,2.19,2.0,2.0,2.19,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-10-09,114.0,114.0,0.0,0.0,100.0,100.0,0.0,0.0,2.28,2.0,2.0,2.28,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-10-08,110.0,110.0,0.0,0.0,100.0,100.0,0.0,0.0,2.2,2.0,2.0,2.2,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-10-07,109.0,0.0,0.0,109.0,100.0,0.0,0.0,100.0,1.09,1.0,1.0,0.0,0.0,1.09,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-10-06,108.5,108.0,0.0,109.0,100.0,100.0,0.0,100.0,2.17,2.0,2.0,1.08,0.0,1.09,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-10-01,115.25,116.0,0.0,114.5,100.0,100.0,0.0,100.0,4.61,4.0,4.0,2.32,0.0,2.29,2.0,0.0,2.0,2.0,0.0,2.0,1
2016-09-29,57.0,57.0,0.0,0.0,50.0,50.0,0.0,0.0,1.14,2.0,1.0,1.14,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1
2016-09-28,111.0,111.0,0.0,0.0,100.0,100.0,0.0,0.0,1.11,1.0,1.0,1.11,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-09-25,96.0,88.6,0.0,114.5,85.71,80.0,0.0,100.0,6.72,7.0,6.0,4.43,0.0,2.29,4.0,0.0,2.0,5.0,0.0,2.0,1
2016-09-24,110.63,110.67,0.0,110.5,100.0,100.0,0.0,100.0,8.85,8.0,8.0,6.64,0.0,2.21,6.0,0.0,2.0,6.0,0.0,2.0,1
2016-09-23,118.0,118.0,0.0,0.0,100.0,100.0,0.0,0.0,1.18,1.0,1.0,1.18,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-09-22,99.33,98.12,0.0,109.0,88.89,87.5,0.0,100.0,8.94,9.0,8.0,7.85,0.0,1.09,7.0,0.0,1.0,8.0,0.0,1.0,1
2016-09-21,116.5,115.0,0.0,118.0,100.0,100.0,0.0,100.0,2.33,2.0,2.0,1.15,0.0,1.18,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-09-18,115.33,115.33,0.0,0.0,100.0,100.0,0.0,0.0,3.46,3.0,3.0,3.46,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-09-17,109.67,109.5,0.0,110.0,100.0,100.0,0.0,100.0,3.29,3.0,3.0,2.19,0.0,1.1,2.0,0.0,1.0,2.0,0.0,1.0,1
2016-09-16,117.0,117.0,0.0,0.0,100.0,100.0,0.0,0.0,4.68,4.0,4.0,4.68,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,1
2016-09-15,108.0,108.0,0.0,0.0,100.0,100.0,0.0,0.0,1.08,1.0,1.0,1.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-09-14,110.0,110.0,0.0,0.0,100.0,100.0,0.0,0.0,1.1,1.0,1.0,1.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-09-11,113.5,113.5,0.0,0.0,100.0,100.0,0.0,0.0,2.27,2.0,2.0,2.27,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-09-10,116.0,0.0,0.0,116.0,100.0,0.0,0.0,100.0,1.16,1.0,1.0,0.0,0.0,1.16,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-09-07,92.83,89.2,0.0,111.0,83.33,80.0,0.0,100.0,5.57,6.0,5.0,4.46,0.0,1.11,4.0,0.0,1.0,5.0,0.0,1.0,1
2016-09-06,111.0,110.0,0.0,112.0,100.0,100.0,0.0,100.0,2.22,2.0,2.0,1.1,0.0,1.12,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-09-05,111.0,0.0,0.0,111.0,100.0,0.0,0.0,100.0,1.11,1.0,1.0,0.0,0.0,1.11,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-09-03,72.67,72.67,0.0,0.0,66.67,66.67,0.0,0.0,2.18,3.0,2.0,2.18,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-09-01,75.0,75.0,0.0,0.0,66.67,66.67,0.0,0.0,2.25,3.0,2.0,2.25,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-08-29,114.0,114.0,0.0,0.0,100.0,100.0,0.0,0.0,1.14,1.0,1.0,1.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-08-28,110.67,110.67,0.0,0.0,100.0,100.0,0.0,0.0,3.32,3.0,3.0,3.32,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-08-27,108.5,108.5,0.0,0.0,100.0,100.0,0.0,0.0,2.17,2.0,2.0,2.17,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-08-25,85.0,85.0,0.0,0.0,75.0,75.0,0.0,0.0,3.4,4.0,3.0,3.4,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,1
2016-08-24,110.5,107.0,0.0,114.0,100.0,100.0,0.0,100.0,2.21,2.0,2.0,1.07,0.0,1.14,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-08-23,115.0,115.0,0.0,0.0,100.0,100.0,0.0,0.0,1.15,1.0,1.0,1.15,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-08-22,37.67,37.67,0.0,0.0,33.33,33.33,0.0,0.0,1.13,3.0,1.0,1.13,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1
2016-08-21,57.5,57.5,0.0,0.0,50.0,50.0,0.0,0.0,1.15,2.0,1.0,1.15,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1
2016-08-19,115.67,115.67,0.0,0.0,100.0,100.0,0.0,0.0,3.47,3.0,3.0,3.47,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-08-18,74.67,74.67,0.0,0.0,66.67,66.67,0.0,0.0,2.24,3.0,2.0,2.24,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-08-17,108.0,108.0,0.0,0.0,100.0,100.0,0.0,0.0,1.08,1.0,1.0,1.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-08-15,79.33,79.33,0.0,0.0,66.67,66.67,0.0,0.0,2.38,3.0,2.0,2.38,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-08-14,86.5,76.33,0.0,117.0,75.0,66.67,0.0,100.0,3.46,4.0,3.0,2.29,0.0,1.17,2.0,0.0,1.0,3.0,0.0,1.0,1
2016-08-13,55.0,110.0,0.0,0.0,50.0,100.0,0.0,0.0,1.1,2.0,1.0,1.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1
2016-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-08-11,113.0,113.0,0.0,0.0,100.0,100.0,0.0,0.0,2.26,2.0,2.0,2.26,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-08-10,115.0,0.0,0.0,115.0,100.0,0.0,0.0,100.0,1.15,1.0,1.0,0.0,0.0,1.15,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-08-06,108.0,110.0,0.0,106.0,100.0,100.0,0.0,100.0,2.16,2.0,2.0,1.1,0.0,1.06,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-08-05,107.0,107.0,0.0,0.0,100.0,100.0,0.0,0.0,2.14,2.0,2.0,2.14,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-08-04,104.0,104.0,0.0,0.0,100.0,100.0,0.0,0.0,1.04,1.0,1.0,1.04,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-08-03,123.5,109.0,0.0,138.0,100.0,100.0,0.0,100.0,2.47,2.0,2.0,1.09,0.0,1.38,1.0,0.0,1.0,1.0,0.0,1.0,1
2016-07-31,116.0,116.0,0.0,0.0,100.0,100.0,0.0,0.0,1.16,1.0,1.0,1.16,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-07-30,111.67,111.67,0.0,0.0,100.0,100.0,0.0,0.0,3.35,3.0,3.0,3.35,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-07-29,108.0,108.0,0.0,0.0,100.0,100.0,0.0,0.0,1.08,1.0,1.0,1.08,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-07-27,112.0,112.0,0.0,0.0,100.0,100.0,0.0,0.0,1.12,1.0,1.0,1.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-07-20,115.5,115.5,0.0,0.0,100.0,100.0,0.0,0.0,2.31,2.0,2.0,2.31,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-07-16,114.0,0.0,0.0,114.0,100.0,0.0,0.0,100.0,1.14,1.0,1.0,0.0,0.0,1.14,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-07-14,62.5,0.0,0.0,125.0,50.0,0.0,0.0,100.0,1.25,2.0,1.0,0.0,0.0,1.25,0.0,0.0,1.0,1.0,0.0,1.0,1
2016-07-13,111.0,111.0,0.0,0.0,100.0,100.0,0.0,0.0,2.22,2.0,2.0,2.22,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-06-25,114.0,114.0,0.0,0.0,100.0,100.0,0.0,0.0,1.14,1.0,1.0,1.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-06-22,122.0,0.0,0.0,122.0,100.0,0.0,0.0,100.0,1.22,1.0,1.0,0.0,0.0,1.22,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-06-19,114.0,114.0,0.0,0.0,100.0,100.0,0.0,0.0,1.14,1.0,1.0,1.14,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-06-16,117.0,117.0,0.0,0.0,100.0,100.0,0.0,0.0,1.17,1.0,1.0,1.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-06-11,115.33,115.33,0.0,0.0,100.0,100.0,0.0,0.0,3.46,3.0,3.0,3.46,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1
2016-06-09,111.5,111.5,0.0,0.0,100.0,100.0,0.0,0.0,2.23,2.0,2.0,2.23,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-06-07,58.0,58.0,0.0,0.0,50.0,50.0,0.0,0.0,1.16,2.0,1.0,1.16,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1
2016-06-05,112.5,112.5,0.0,0.0,100.0,100.0,0.0,0.0,2.25,2.0,2.0,2.25,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-06-04,106.0,106.0,0.0,0.0,100.0,100.0,0.0,0.0,1.06,1.0,1.0,1.06,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-31,112.0,112.0,0.0,0.0,100.0,100.0,0.0,0.0,1.12,1.0,1.0,1.12,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-28,75.67,75.67,0.0,0.0,66.67,66.67,0.0,0.0,2.27,3.0,2.0,2.27,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1
2016-05-26,110.0,110.0,0.0,0.0,100.0,100.0,0.0,0.0,1.1,1.0,1.0,1.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-25,120.0,120.0,0.0,0.0,100.0,100.0,0.0,0.0,1.2,1.0,1.0,1.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-21,119.0,0.0,0.0,119.0,100.0,0.0,0.0,100.0,1.19,1.0,1.0,0.0,0.0,1.19,0.0,0.0,1.0,0.0,0.0,1.0,1
2016-05-20,117.0,117.0,0.0,0.0,100.0,100.0,0.0,0.0,1.17,1.0,1.0,1.17,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2016-05-17,113.5,113.5,0.0,0.0,100.0,100.0,0.0,0.0,2.27,2.0,2.0,2.27,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-05-15,113.0,113.0,0.0,0.0,100.0,100.0,0.0,0.0,2.26,2.0,2.0,2.26,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1
2016-05-14,111.75,112.67,0.0,109.0,100.0,100.0,0.0,100.0,4.47,4.0,4.0,3.38,0.0,1.09,3.0,0.0,1.0,3.0,0.0,1.0,1
